title,author,publisher,publication_date,discount,price,url
奇蹟公式：我三星期從半身不遂中站起，一年抗癌成功，從破產到財富自由的關鍵,哈爾．埃爾羅德,究竟,2020-07-01,9,288,https://www.books.com.tw/products/0010861704?loc=P_0005_067
象與騎象人：全球百大思想家的正向心理學經典 (電子書),強納森．海德,究竟,2020-07-01,88,240,https://www.books.com.tw/products/E050069926?loc=P_0005_068
奇蹟公式：我三星期從半身不遂中站起，一年抗癌成功，從破產到財富自由的關鍵 (電子書),哈爾．埃爾羅德,究竟,2020-07-01,,224,https://www.books.com.tw/products/E050069927?loc=P_0005_069
獅子吃素的那一天：如何搞定強勢的人?,拉斐爾．喬丹奴,究竟,2020-06-01,9,342,https://www.books.com.tw/products/0010858401?loc=P_0005_070
獅子吃素的那一天：如何搞定強勢的人? (電子書),拉斐爾．喬丹奴,究竟,2020-06-01,,266,https://www.books.com.tw/products/E050068790?loc=P_0005_071
文章寫得又快又好，九宮格寫作術,山口拓朗,究竟,2020-06-01,79,221,https://www.books.com.tw/products/0010858355?loc=P_0005_072
文章寫得又快又好，九宮格寫作術 (電子書),山口拓朗,究竟,2020-06-01,,196,https://www.books.com.tw/products/E050068789?loc=P_0005_073
就算腦子一片空白，也能說出花來：5天學會即思即說力 (電子書),Hikita Yoshiaki,究竟,2020-05-05,,203,https://www.books.com.tw/products/E050067736?loc=P_0005_074
就算腦子一片空白，也能說出花來： 5天學會即思即說力,Hikita Yoshiaki,究竟,2020-05-01,79,229,https://www.books.com.tw/products/0010855834?loc=P_0005_075
真正的快樂處方：瑞典國民書!腦科學實證的健康生活提案,安德斯・韓森,究竟,2020-05-01,79,268,https://www.books.com.tw/products/0010855828?loc=P_0005_076
真正的快樂處方：瑞典國民書!腦科學實證的健康生活提案 (電子書),安德斯・韓森,究竟,2020-05-01,,238,https://www.books.com.tw/products/E050067563?loc=P_0005_077
理智斷線：不暴走，不傷人，最科學的有益發怒法,中野信子,究竟,2020-04-01,79,213,https://www.books.com.tw/products/0010852898?loc=P_0005_078
創傷照管：照顧別人的你，更要留意自己的傷,"康妮．柏克,蘿拉．李普斯基",究竟,2020-04-01,79,292,https://www.books.com.tw/products/0010852906?loc=P_0005_079
創傷照管：照顧別人的你，更要留意自己的傷 (電子書),"康妮．柏克,蘿拉．李普斯基",究竟,2020-04-01,,259,https://www.books.com.tw/products/E050065992?loc=P_0005_080
聖經視覺解析百科：一目了然看懂神的話,"喬伊．舒瓦茲,喬許．拜爾斯,提姆．夏利",究竟,2020-03-01,9,378,https://www.books.com.tw/products/0010849899?loc=P_0005_081
聖經視覺解析百科：一目了然看懂神的話 (電子書),"喬伊．舒瓦茲,喬許．拜爾斯,提姆．夏利",究竟,2020-03-01,,294,https://www.books.com.tw/products/E050064149?loc=P_0005_082
總覺得自己沒那麼好?：一位實習醫師的冒牌者症候群實錄,克萊兒．勒芒,究竟,2020-02-01,66,191,https://www.books.com.tw/products/0010846868?loc=P_0005_083
總覺得自己沒那麼好?：一位實習醫師的冒牌者症候群實錄 (電子書),克萊兒．勒芒,究竟,2020-02-01,,203,https://www.books.com.tw/products/E050062721?loc=P_0005_084
【圖解】狡猾的讀書法：應考必備!改變順序，短時間考出好成績,佐藤大和,究竟,2020-02-01,9,243,https://www.books.com.tw/products/0010846834?loc=P_0005_085
求善：臺大哲學教授的斯多噶生活講堂,苑舉正,究竟,2020-01-01,9,270,https://www.books.com.tw/products/0010843704?loc=P_0005_086
正念溝通：在衝突、委屈、情緒勒索場景下說出真心話,奧朗‧傑‧舒佛,究竟,2020-01-01,79,276,https://www.books.com.tw/products/0010843714?loc=P_0005_087
正念溝通：在衝突、委屈、情緒勒索場景下說出真心話 (電子書),奧朗‧傑‧舒佛,究竟,2020-01-01,,245,https://www.books.com.tw/products/E050061896?loc=P_0005_088
求善：臺大哲學教授的斯多噶生活講堂 (電子書),苑舉正,究竟,2020-01-01,,210,https://www.books.com.tw/products/E050061900?loc=P_0005_089
衣櫥醫生，帶你走入對的人生,賴庭荷,究竟,2019-12-01,9,315,https://www.books.com.tw/products/0010840758?loc=P_0005_090
就這麼簡單!30個小練習，讓生命大翻轉：NLP工具箱,安一心,究竟,2019-12-01,9,243,https://www.books.com.tw/products/0010840760?loc=P_0005_091
衣櫥醫生，帶你走入對的人生 (電子書),賴庭荷,究竟,2019-12-01,,245,https://www.books.com.tw/products/E050059785?loc=P_0005_092
就這麼簡單!30個小練習，讓生命大翻轉：NLP工具箱 (電子書),安一心,究竟,2019-12-01,,189,https://www.books.com.tw/products/E050059786?loc=P_0005_093
不懂提問，哪來一帆風順?：高手教你提升自我、拉近關係,韓根太,究竟,2019-11-01,9,252,https://www.books.com.tw/products/0010837298?loc=P_0005_094
思辨決定你的未來：沃草烙哲學讓你腦洞大開的25個思想實驗,"何宗興,周詠盛,寧欣,廖育廷,張智皓,朱家安,林大為,林斯諺,沃草烙哲學作者群,洪偉,葉多涵,賴天恆,邱怡嘉,黃頌竹",究竟,2019-10-01,9,324,https://www.books.com.tw/products/0010834457?loc=P_0005_095
思辨決定你的未來：沃草烙哲學讓你腦洞大開的25個思想實驗 (電子書),"朱家安,林大為,林斯諺",究竟,2019-10-01,,250,https://www.books.com.tw/products/E050054556?loc=P_0005_096
原來這就是B型人格：那些自戀、善變、邊緣、反社會的人在想什麼?,陳俊欽,究竟,2019-10-01,79,237,https://www.books.com.tw/products/0010834467?loc=P_0005_097
原來這就是B型人格：那些自戀、善變、邊緣、反社會的人在想什麼? (電子書),陳俊欽,究竟,2019-10-01,,210,https://www.books.com.tw/products/E050054555?loc=P_0005_098
心臟的故事：令人著迷卻又難以捉摸的生命核心,桑迪普．裘哈爾,究竟,2019-09-01,9,297,https://www.books.com.tw/products/0010831756?loc=P_0005_099
心臟的故事：令人著迷卻又難以捉摸的生命核心 (電子書),桑迪普．裘哈爾,究竟,2019-09-01,,231,https://www.books.com.tw/products/E050052769?loc=P_0005_100
海獅說歐洲趣史：歷史課本一句話，背後其實很有事,神奇海獅,究竟,2019-09-01,9,279,https://www.books.com.tw/products/0010831771?loc=P_0005_001
海獅說歐洲趣史：歷史課本一句話，背後其實很有事 (電子書),神奇海獅,究竟,2019-09-01,,217,https://www.books.com.tw/products/E050052768?loc=P_0005_002
內向者的溝通課：把害羞、慢熱、緊張、沒自信化為你的優勢,兆民,究竟,2019-08-01,79,237,https://www.books.com.tw/products/0010828307?loc=P_0005_003
厭世廢文觀止：英雄豪傑競靠腰，國文課本沒有教,厭世國文老師,究竟,2019-07-01,79,252,https://www.books.com.tw/products/0010825483?loc=P_0005_004
厭世廢文觀止：英雄豪傑競靠腰，國文課本沒有教 (電子書),厭世國文老師,究竟,2019-07-01,,224,https://www.books.com.tw/products/E050048899?loc=P_0005_005
為誰辯護：判決之外，11個法律故事的人性思考,莎拉．蘭佛德,究竟,2019-06-01,9,333,https://www.books.com.tw/products/0010822518?loc=P_0005_006
我決定好好活到死：一位腦科學家對抗大腦病變的奇蹟之旅,"伊蓮．麥克阿朵,芭芭拉‧麗普斯卡",究竟,2019-05-01,9,297,https://www.books.com.tw/products/0010819473?loc=P_0005_007
原來，我們都對自我誤解太深：從印度哲學思維，找回真實的自己,熊仁謙,究竟,2019-05-01,9,252,https://www.books.com.tw/products/0010819484?loc=P_0005_008
原來，我們都對自我誤解太深：從印度哲學思維，找回真實的自己 (電子書),熊仁謙,究竟,2019-05-01,,196,https://www.books.com.tw/products/E050043488?loc=P_0005_009
人生好難，到底哪裡出問題：喜劇演員×藏傳僧侶×腦神經科學家如是說,茹比‧韋克斯,究竟,2019-04-01,9,297,https://www.books.com.tw/products/0010816771?loc=P_0005_010
惡人的美學.浮世繪,渡邊晃,究竟,2019-03-01,9,414,https://www.books.com.tw/products/0010814279?loc=P_0005_011
情緒勒索〔全球暢銷20年經典〕：遇到利用恐懼、責任與罪惡感控制你的人，該怎麼辦? (電子書),"唐娜‧費瑟,蘇珊‧佛沃",究竟,2019-03-01,88,246,https://www.books.com.tw/products/E050039676?loc=P_0005_012
半小時漫畫中國史2：兩漢魏晉很有事,陳磊（二混子）,究竟,2019-01-01,9,288,https://www.books.com.tw/products/0010808800?loc=P_0005_013
半小時漫畫中國史3：隋唐盛世多風雲,陳磊（二混子）,究竟,2019-01-01,9,288,https://www.books.com.tw/products/0010808804?loc=P_0005_014
令人神往的靜坐開悟：普林斯頓大受歡迎的佛學與現代心理學,羅伯．賴特,究竟,2018-12-01,79,300,https://www.books.com.tw/products/0010805706?loc=P_0005_015
可惡的他人和可憐的自己：即時療癒人際關係的痛與情感內傷,蘇絢慧,究竟,2018-12-01,79,221,https://www.books.com.tw/products/0010805708?loc=P_0005_016
可惡的他人和可憐的自己：即時療癒人際關係的痛與情感內傷 (電子書),蘇絢慧,究竟,2018-12-01,,196,https://www.books.com.tw/products/E050036374?loc=P_0005_017
令人神往的靜坐開悟：普林斯頓大受歡迎的佛學與現代心理學 (電子書),羅伯．賴特,究竟,2018-12-01,88,234,https://www.books.com.tw/products/E050036375?loc=P_0005_018
深井效應：治療童年逆境傷害的長期影響,娜汀‧哈里斯,究竟,2018-11-01,79,276,https://www.books.com.tw/products/0010802216?loc=P_0005_019
深井效應：治療童年逆境傷害的長期影響 (電子書),娜汀‧哈里斯,究竟,2018-11-01,88,215,https://www.books.com.tw/products/E050034984?loc=P_0005_020
為愛徬徨的勇氣：阿德勒的幸福方法論,岸見一郎,究竟,2018-10-01,79,237,https://www.books.com.tw/products/0010799278?loc=P_0005_021
為愛徬徨的勇氣：阿德勒的幸福方法論 (電子書),岸見一郎,究竟,2018-10-01,88,184,https://www.books.com.tw/products/E050033492?loc=P_0005_022
耶路撒冷三千年 (電子書),賽門．蒙提費歐里,究竟,2018-08-01,,413,https://www.books.com.tw/products/E050031426?loc=P_0005_023
人生自古誰不廢：或懷才不遇，或落榜情傷，古代魯蛇的人生堅強講義 (電子書),敏鎬的黑特事務所,究竟,2018-07-01,,201,https://www.books.com.tw/products/E050030364?loc=P_0005_024
人生自古誰不廢：或懷才不遇，或落榜情傷，古代魯蛇的人生堅強講義,敏鎬的黑特事務所,究竟,2018-07-01,79,226,https://www.books.com.tw/products/0010790368?loc=P_0005_025
病態人格：是藏著惡意的善良，還是富有魅力的瘋狂? (電子書),中野信子,究竟,2018-06-01,,196,https://www.books.com.tw/products/E050028697?loc=P_0005_026
病態人格：是藏著惡意的善良，還是富有魅力的瘋狂?,中野信子,究竟,2018-06-01,79,221,https://www.books.com.tw/products/0010787460?loc=P_0005_027
別讓世界的單薄，奪去你生命的厚度：以印度哲學為師，找回內心的自由權 (電子書),熊仁謙,究竟,2018-05-01,,175,https://www.books.com.tw/products/E050027178?loc=P_0005_028
別讓世界的單薄，奪去你生命的厚度：以印度哲學為師，找回內心的自由權,熊仁謙,究竟,2018-05-01,9,225,https://www.books.com.tw/products/0010784538?loc=P_0005_029
如果春秋戰國是個班級：半小時漫畫中國史,陳磊（二混子）,究竟,2018-03-01,9,261,https://www.books.com.tw/products/0010779713?loc=P_0005_030
情緒勒索〔全球暢銷20年經典〕：遇到利用恐懼、責任與罪惡感控制你的人，該怎麼辦?,"唐娜‧費瑟,蘇珊‧佛沃",究竟,2017-09-01,79,316,https://www.books.com.tw/products/0010762199?loc=P_0005_031
好好說話：微博粉絲破千萬!最強說話團隊教你新鮮有趣的話術精進技巧 (電子書),馬東/出品、馬薇薇、黃執中、周玄毅/等著,究竟,2017-08-01,88,184,https://www.books.com.tw/products/E050011414?loc=P_0005_032
好好說話：粉絲破千萬!最強說話團隊教你新鮮有趣的話術精進技巧,馬東,究竟,2017-08-01,79,237,https://www.books.com.tw/products/0010758868?loc=P_0005_033
現代草民哲學讀本：日常隨時烙哲學，用思考通樂人生,沃草烙哲學作者群,究竟,2017-06-01,79,284,https://www.books.com.tw/products/0010752726?loc=P_0005_034
現代草民哲學讀本：日常隨時烙哲學，用思考通樂人生 (電子書),沃草烙哲學作者群,究竟,2017-06-01,,252,https://www.books.com.tw/products/E050011081?loc=P_0005_035
敬那些痛著的心：蘇絢慧的暖心放映時光 (電子書),蘇絢慧,究竟,2017-04-01,,182,https://www.books.com.tw/products/E050011415?loc=P_0005_036
敬那些痛著的心：蘇絢慧的暖心放映時光,蘇絢慧,究竟,2017-04-01,79,205,https://www.books.com.tw/products/0010747264?loc=P_0005_037
被討厭的勇氣 二部曲完結篇：人生幸福的行動指南 (電子書),岸見一郎、古賀史健,究竟,2016-11-01,88,197,https://www.books.com.tw/products/E050011417?loc=P_0005_038
被討厭的勇氣 二部曲完結篇：人生幸福的行動指南,"古賀史健,岸見一郎",究竟,2016-11-01,79,252,https://www.books.com.tw/products/0010732121?loc=P_0005_039
臺灣史上最有梗的臺灣史 (電子書),黃震南,究竟,2016-08-01,,196,https://www.books.com.tw/products/E050010289?loc=P_0005_040
臺灣史上最有梗的臺灣史,黃震南,究竟,2016-08-01,79,221,https://www.books.com.tw/products/0010722013?loc=P_0005_041
此人進廠維修中!：為心靈放個小假，安頓複雜的情緒,陳志恆,究竟,2016-06-01,79,197,https://www.books.com.tw/products/0010716098?loc=P_0005_042
你過的，是誰的人生?：如實長出生命力量的5種鍛鍊,蘇絢慧,究竟,2016-05-01,9,261,https://www.books.com.tw/products/0010712997?loc=P_0005_043
科學史上的今天：歷史的瞬間，改變世界的起點,"PanSci泛科學網專欄作者群,張瑞棋",究竟,2015-11-30,9,630,https://www.books.com.tw/products/0010696517?loc=P_0005_044
七天自我心理學，找回原本美好的你,蘇絢慧,究竟,2015-08-26,9,288,https://www.books.com.tw/products/0010686571?loc=P_0005_045
認識密碼學的第一本書,王旭正,究竟,2015-02-26,9,225,https://www.books.com.tw/products/0010666250?loc=P_0005_046
求真：臺大最受歡迎的哲學公開課,苑舉正,究竟,2015-01-26,79,221,https://www.books.com.tw/products/0010662832?loc=P_0005_047
被討厭的勇氣：自我啟發之父「阿德勒」的教導 (電子書),岸見一郎、古賀史健,究竟,2014-10-30,88,184,https://www.books.com.tw/products/E050011416?loc=P_0005_048
被討厭的勇氣：自我啟發之父「阿德勒」的教導,"古賀史健,岸見一郎",究竟,2014-10-30,79,237,https://www.books.com.tw/products/0010653153?loc=P_0005_049
感謝主，我還是個諧星：笑著勇闖生命難關的女孩,吳瑋萍,究竟,2014-09-30,9,234,https://www.books.com.tw/products/0010649624?loc=P_0005_050
誰幫我們撐住天空,小野,究竟,2014-06-30,9,261,https://www.books.com.tw/products/0010639653?loc=P_0005_051
葉丙成的機率驚豔：當數學遇上文學，學生考不好也會笑著離開,"葉丙成,賴以威",究竟,2014-02-25,9,261,https://www.books.com.tw/products/0010626249?loc=P_0005_052
世界雖然殘酷，我們還是…… (電子書),小野,究竟,2013-05-29,,199,https://www.books.com.tw/products/E050010288?loc=P_0005_053
世界雖然殘酷，我們還是……：生命最痛的省思，最美的領悟,小野,究竟,2013-05-29,9,261,https://www.books.com.tw/products/0010586420?loc=P_0005_054
耶路撒冷三千年,賽門．蒙提費歐里,究竟,2013-03-28,79,466,https://www.books.com.tw/products/0010579732?loc=P_0005_055
好命中年：家庭醫學權威林青穀的38個養生提醒,林青穀,究竟,2012-08-31,9,234,https://www.books.com.tw/products/0010555622?loc=P_0005_056
每個人心裡都住著一座城市：建築、設計、旅遊達人的台灣空間旅行,謝宗哲等,究竟,2012-07-31,9,288,https://www.books.com.tw/products/0010552261?loc=P_0005_057
有些事，這些年我才懂 (電子書),小野,究竟,2012-06-29,,199,https://www.books.com.tw/products/E050010287?loc=P_0005_058
有些事，這些年我才懂：小野的人生思考,小野,究竟,2012-06-29,9,261,https://www.books.com.tw/products/0010548551?loc=P_0005_059
不乖性愛惹人愛：10萬人受惠，小技巧讓兩人歡愉破表,陳羿茨,究竟,2012-04-30,9,243,https://www.books.com.tw/products/0010541488?loc=P_0005_060
夢病：身體哪裡出狀況，夢會告訴你--張永明醫師為您釋夢談病,張永明,究竟,2012-02-23,9,243,https://www.books.com.tw/products/0010534851?loc=P_0005_061
好樣!前刀糸氏：剪出食衣住行新風格(隨書附贈「創新剪紙好樣光碟」),前刀糸氏,究竟,2011-11-30,9,315,https://www.books.com.tw/products/0010524989?loc=P_0005_062
第78次學日語就上手：因為前面77次，你都沒看青小鳥的日語學習書!,青小鳥,究竟,2011-06-30,9,243,https://www.books.com.tw/products/0010508991?loc=P_0005_063
台灣幸福百事：你想不到的第一次,陳柔縉,究竟,2011-03-29,9,315,https://www.books.com.tw/products/0010499893?loc=P_0005_064
讀書別靠意志力──風靡德國的邏輯K書法,克里斯迪安．格綠寧,究竟,2009-08-31,9,234,https://www.books.com.tw/products/0010444985?loc=P_0005_065
存亡法則：中國15個末代皇帝的退場啟示,孫婷、周志生,究竟,2006-09-25,9,189,https://www.books.com.tw/products/0010342500?loc=P_0005_066
科學的1000個瞬間——改變人類歷史的發明與發現,林為民,究竟,2006-03-27,9,252,https://www.books.com.tw/products/0010326507?loc=P_0005_067
明信片清末中國,陳玲、王迦南、蔡小麗,究竟,2005-09-26,9,225,https://www.books.com.tw/products/0010308914?loc=P_0005_068
用謀——向中國歷史人物借箭,秦戈,究竟,2005-08-25,9,252,https://www.books.com.tw/products/0010306639?loc=P_0005_069
世界歷史掌故發現-實用有趣的歷史故事,張壯年、張穎震,究竟,2005-03-25,9,252,https://www.books.com.tw/products/0010286199?loc=P_0005_070
世界歷史秘聞軼事──實用有趣的歷史故事,張壯年、張穎震,究竟,2005-03-25,9,234,https://www.books.com.tw/products/0010286200?loc=P_0005_071
影響歷史的愛情,金永華、金錚琦,究竟,2005-02-25,9,243,https://www.books.com.tw/products/0010283995?loc=P_0005_072
中國歷史之謎,李廣生,究竟,2004-12-24,9,180,https://www.books.com.tw/products/0010279139?loc=P_0005_073
世界地理怒海征服,"姜守明,高芳英",究竟,2004-11-30,9,207,https://www.books.com.tw/products/0010276357?loc=P_0005_074
世界地理發現奇航,"姜守明,高芳英",究竟,2004-11-30,9,207,https://www.books.com.tw/products/0010276358?loc=P_0005_075
中國歷史人物之謎,李廣生,究竟,2004-10-29,9,180,https://www.books.com.tw/products/0010274622?loc=P_0005_076
中國地理大發現,"彭安玉,胡阿祥",究竟,2004-09-30,9,288,https://www.books.com.tw/products/0010271278?loc=P_0005_077
少林遇上武當：中國武術的境界,佘志超,究竟,2004-08-25,9,180,https://www.books.com.tw/products/0010268819?loc=P_0005_078
神算：中國術數的秘密,王浩,究竟,2004-07-29,9,180,https://www.books.com.tw/products/0010265263?loc=P_0005_079
解讀上帝的留言：77則聖經比喻,葉舒憲,究竟,2004-04-29,9,234,https://www.books.com.tw/products/0010256335?loc=P_0005_080
玩權：中國歷史上的權術遊戲,秦學頎,究竟,2004-03-30,9,252,https://www.books.com.tw/products/0010253644?loc=P_0005_081
智者的邏輯,陳文江，秦美珠,究竟,2004-02-01,9,261,https://www.books.com.tw/products/0010246251?loc=P_0005_082
世界歷史49大謎,向思鑫,究竟,2003-12-18,9,225,https://www.books.com.tw/products/0010243095?loc=P_0005_083
中國歷史49大謎,向思鑫,究竟,2003-10-27,9,252,https://www.books.com.tw/products/0010236747?loc=P_0005_084
訓練思考能力的數學書,岡部恒治,究竟,2003-08-25,9,198,https://www.books.com.tw/products/0010231362?loc=P_0005_085
中國文人的非正常死亡,李國文,究竟,2003-08-25,9,288,https://www.books.com.tw/products/0010231361?loc=P_0005_086
謀略入門80策,張雲、邱志方,究竟,2003-05-28,9,324,https://www.books.com.tw/products/0010222802?loc=P_0005_087
中國歷史掌故發現─實用有趣的歷史故事,張壯年，張穎震,究竟,2002-10-30,9,261,https://www.books.com.tw/products/0010205606?loc=P_0005_088
歐幾里得之窗─從平行線到超空間的幾何學故事,李奧納多‧曼羅迪諾,究竟,2002-10-30,9,261,https://www.books.com.tw/products/0010205608?loc=P_0005_089
中國歷史秘聞軼事─實用有趣的歷史故事,張壯年，張穎震,究竟,2002-10-30,9,261,https://www.books.com.tw/products/0010205607?loc=P_0005_090
他與她的情感世界─一個心理學家的兩性觀察,狄奧多‧芮克,究竟,2002-09-30,9,234,https://www.books.com.tw/products/0010203433?loc=P_0005_091
戀人的心：一個心理學家眼中的愛,狄奧多‧芮克,究竟,2002-07-30,9,179,https://www.books.com.tw/products/0010198759?loc=P_0005_092
愛在大腦深處,湯瑪斯‧路易斯，法里‧阿明尼，理察‧藍儂,究竟,2001-12-03,9,234,https://www.books.com.tw/products/0010178677?loc=P_0005_093
阿基米德的浴缸-突破性思考的藝術與邏輯,大衛‧伯金斯,究竟,2001-09-03,9,270,https://www.books.com.tw/products/0010169188?loc=P_0005_094
拯救神的人,尼可斯‧卡山札基,究竟,2001-01-20,9,180,https://www.books.com.tw/products/0010141765?loc=P_0005_095
愛,Jose Ortega y Gasset,究竟,2001-01-01,9,180,https://www.books.com.tw/products/0010139823?loc=P_0005_096
聰明人的哲學指南,Roger Scruton,究竟,2000-10-01,9,180,https://www.books.com.tw/products/0010131985?loc=P_0005_097
誘惑者日記,齊克果,究竟,2000-06-10,9,207,https://www.books.com.tw/products/0010116659?loc=P_0005_098
激情尼采-漂泊在杜林的靈魂,張伯倫,究竟,2000-04-26,9,261,https://www.books.com.tw/products/0010003857?loc=P_0005_099
神的使者：聖經故事中的人物與傳奇,埃利‧維瑟爾,究竟,2000-04-26,9,207,https://www.books.com.tw/products/0010004317?loc=P_0005_100
蒼蠅、老鼠、人,法蘭索瓦‧雅各,究竟,2000-04-26,9,180,https://www.books.com.tw/products/0010056585?loc=P_0005_001
